canonical_sku,w,h,d,keyword,source,raw_desc
PC3030T,30,30,24,SHELF,CABINET_STONE,"Width: 30"" Height: 30"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2 Shelf(es): 2"
PC2454B,24,54,24,SHELF,CABINET_STONE,"Width: 24"" Height: 54"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2 Shelf(es): 3"
PC2440T,24,40,24,SHELF,CABINET_STONE,"Width: 24"" Height: 40"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2 Shelf(es): 3"
PC2436T,24,36,24,SHELF,CABINET_STONE,"Width: 24"" Height: 36"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2 Shelf(es): 3"
PC2430T,24,30,24,SHELF,CABINET_STONE,"Width: 24"" Height: 30"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2 Shelf(es): 2"
PC1854B,18,54,24,SHELF,CABINET_STONE,"Width: 18"" Height: 54"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1 Shelf(es): 3"
PC1840T,18,40,24,SHELF,CABINET_STONE,"Width: 18"" Height: 40"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1 Shelf(es): 3"
PC1836T,18,36,24,SHELF,CABINET_STONE,"Width: 18"" Height: 36"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1 Shelf(es): 3"
PC1830T,18,30,24,SHELF,CABINET_STONE,"Width: 18"" Height: 30"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1 Shelf(es): 2"
OVD3172B,31,72,24,,CABINET_STONE,"Width: 31"" Height: 72"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 2 Door(s): 0 SIZE: Inside 28'' x 42 1/2'' Outsize 31'' x 72'' Drawers' Height 11 1/4''"
OVD3122T,31,22,24,,CABINET_STONE,"Width: 31"" Height: 22"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
OVD3118T,31,18,24,,CABINET_STONE,"Width: 31"" Height: 18"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
OVD3112T,31,12,24,,CABINET_STONE,"Width: 31"" Height: 12"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
OCM,96,0.75,0.75,,CABINET_STONE,"Width: 96"" Height: 3/4"" Depth: 3/4"""
FSB36,36,34.5,24,,CABINET_STONE,"Width: 36 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
FP34.5,96,24.5,0.125,,CABINET_STONE,"Width: 96"" Height: 24 1/2"" Depth: 1/8"""
DWR,1.5,34.5,24,FILLER,CABINET_STONE,"come with 1.5'' Filler Width: 1 1/2"" Height: 34 1/2"" Depth: 24"""
DB36,36,34.5,24,,CABINET_STONE,"Width: 36 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
DB30,30,34.5,24,,CABINET_STONE,"Width: 30 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
DB27,27,34.5,24,,CABINET_STONE,"Width: 27 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
DB24,24,34.5,24,,CABINET_STONE,"Width: 24 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
DB21,21,34.5,24,,CABINET_STONE,"Width: 21 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
DB18,18,34.5,24,,CABINET_STONE,"Width: 18 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
DB15,15,34.5,24,,CABINET_STONE,"Width: 15 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
DB12,12,34.5,24,,CABINET_STONE,"Width: 12 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
CM4C,96,4,0.625,,CABINET_STONE,"Width: 96"" Height: 4"" Depth: 5/8"""
CM2C,96,2,0.625,,CABINET_STONE,"Width: 96"" Height: 2"" Depth: 5/8"""
BLS36,36,34.5,24,,CABINET_STONE,"Width: 36 Height: 34 1/2'' Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
BLS33,33,34.5,24,,CABINET_STONE,"Width: 33 Height: 34 1/2'' Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
BFD2430,24,30,0.75,,CABINET_STONE,"Width: 24"" Height: 30"" Depth: 3/4"""
BBC42,42,34.5,24,,CABINET_STONE,"Width: 42 Height: 34 1/2'' Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 1"
BBC39,39,34.5,24,,CABINET_STONE,"Width: 39 Height: 34 1/2'' Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 1"
BBC36,36,34.5,24,,CABINET_STONE,"Width: 36 Height: 34 1/2'' Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
B36,36,34.5,24,,CABINET_STONE,"Width: 36 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 2 Door(s): 2"
B33,33,34.5,24,,CABINET_STONE,"Width: 33 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 2 Door(s): 2"
B30,30,34.5,24,,CABINET_STONE,"Width: 30 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 2"
B27,27,34.5,24,,CABINET_STONE,"Width: 27 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 2"
B24,24,34.5,24,,CABINET_STONE,"Width: 24 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 2"
B21,21,34.5,24,,CABINET_STONE,"Width: 21 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 1"
B18,18,34.5,24,,CABINET_STONE,"Width: 18 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 1"
B15,15,34.5,24,,CABINET_STONE,"Width: 15 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 1"
B12,12,34.5,24,,CABINET_STONE,"Width: 12 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 1"
B09F,9,34.5,24,,CABINET_STONE,"Width: 9"" Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
B09F,9,34.5,24,,CABINET_STONE,"Width: 9"" Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
B12,12,34.5,24,,CABINET_STONE,"Width: 12 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 1"
B15,15,34.5,24,,CABINET_STONE,"Width: 15 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 1"
B18,18,34.5,24,,CABINET_STONE,"Width: 18 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 1"
B21,21,34.5,24,,CABINET_STONE,"Width: 21 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 1"
B24,24,34.5,24,,CABINET_STONE,"Width: 24 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 2"
B27,27,34.5,24,,CABINET_STONE,"Width: 27 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 2"
B30,30,34.5,24,,CABINET_STONE,"Width: 30 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 2"
B33,33,34.5,24,,CABINET_STONE,"Width: 33 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 2 Door(s): 2"
B36,36,34.5,24,,CABINET_STONE,"Width: 36 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 2 Door(s): 2"
DB12,12,34.5,24,,CABINET_STONE,"Width: 12 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
DB15,15,34.5,24,,CABINET_STONE,"Width: 15 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
DB18,18,34.5,24,,CABINET_STONE,"Width: 18 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
DB21,21,34.5,24,,CABINET_STONE,"Width: 21 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
DB30,30,34.5,24,,CABINET_STONE,"Width: 30 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
SB33,33,34.5,24,,CABINET_STONE,"Width: 33 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
SB36,36,34.5,24,,CABINET_STONE,"Width: 36 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
FSB36,36,34.5,24,,CABINET_STONE,"Width: 36 Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
V2421,24,34.5,21,,CABINET_STONE,"Width: 24 Height: 34 1/2"" Depth: 21"" (Not including the doors) Depth: 21 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
V2721,27,34.5,21,,CABINET_STONE,"Width: 27 Height: 34 1/2"" Depth: 21"" (Not including the doors) Depth: 21 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
V3021,30,34.5,21,,CABINET_STONE,"Width: 30 Height: 34 1/2"" Depth: 21"" (Not including the doors) Depth: 21 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
V3621,36,34.5,21,,CABINET_STONE,"Width: 36 Height: 34 1/2"" Depth: 21"" (Not including the doors) Depth: 21 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
V3021DLR,30,34.5,21,,CABINET_STONE,"Width: 30 Height: 34 1/2"" Depth: 21"" (Not including the doors) Depth: 21 3/4"" (Including the doors) Drawer(s): 2 Door(s): 1"
V3621DLR,36,34.5,21,,CABINET_STONE,"Width: 36 Height: 34 1/2"" Depth: 21"" (Not including the doors) Depth: 21 3/4"" (Including the doors) Drawer(s): 2 Door(s): 2"
V4821DLR,48,34.5,21,,CABINET_STONE,"Width: 48 Height: 34 1/2"" Depth: 21"" (Not including the doors) Depth: 21 3/4"" (Including the doors) Drawer(s): 6 Door(s): 2"
V6021DC,60,34.5,21,,CABINET_STONE,"Width: 60 Height: 34 1/2"" Depth: 21"" (Not including the doors) Depth: 21 3/4"" (Including the doors) Drawer(s): 3 Door(s): 4"
V6021DLR,60,34.5,21,,CABINET_STONE,"Width: 60 Height: 34 1/2"" Depth: 21"" (Not including the doors) Depth: 21 3/4"" (Including the doors) Drawer(s): 6 Door(s): 2"
VDB1221,12,34.5,21,,CABINET_STONE,"Width: 12 Height: 34 1/2"" Depth: 21"" (Not including the doors) Depth: 21 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
VDB1521,15,34.5,21,,CABINET_STONE,"Width: 15 Height: 34 1/2"" Depth: 21"" (Not including the doors) Depth: 21 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
VDB1821,18,34.5,21,,CABINET_STONE,"Width: 18 Height: 34 1/2"" Depth: 21"" (Not including the doors) Depth: 21 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
VDB2421,24,34.5,21,,CABINET_STONE,"Width: 24 Height: 34 1/2"" Depth: 21"" (Not including the doors) Depth: 21 3/4"" (Including the doors) Drawer(s): 3 Door(s): 0"
WDC2430,24,30,12,,CABINET_STONE,"Width: 24 Height: 30 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
WDC2436,24,36,12,,CABINET_STONE,"Width: 24 Height: 36 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
WDC2440,24,40,12,,CABINET_STONE,"Width: 24 Height: 40 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
WMC2730,27,30,12,,CABINET_STONE,"Width: 27 Height: 30 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
WMC2736,27,36,12,,CABINET_STONE,"Width: 27 Height: 36 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
MWC2740,27,40,12,,CABINET_STONE,"Width: 27 Height: 40 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
BBC42,42,34.5,24,,CABINET_STONE,"Width: 42 Height: 34 1/2'' Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 1"
BBC39,39,34.5,24,,CABINET_STONE,"Width: 39 Height: 34 1/2'' Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 1 Door(s): 1"
BBC36,36,34.5,24,,CABINET_STONE,"Width: 36 Height: 34 1/2'' Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
BLS33,33,34.5,24,,CABINET_STONE,"Width: 33 Height: 34 1/2'' Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
BLS36,36,34.5,24,,CABINET_STONE,"Width: 36 Height: 34 1/2'' Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
0930,9,30,12,,CABINET_STONE,"Width: 9 Height: 30 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
W0940,9,40,12,,CABINET_STONE,"Width: 9 Height: 40 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
W1230,12,30,12,,CABINET_STONE,"Width: 12 Height: 30 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
W1240,12,40,12,,CABINET_STONE,"Width: 12 Height: 40 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
W1530,15,30,12,,CABINET_STONE,"Width: 15 Height: 30 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
W1540,15,40,12,,CABINET_STONE,"Width: 15 Height: 40 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
W1830,18,30,12,,CABINET_STONE,"Width: 18 Height: 30 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
W1840,18,40,12,,CABINET_STONE,"Width: 18 Height: 40 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
W2130,21,30,12,,CABINET_STONE,"Width: 21 Height: 30 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
W2140,21,40,12,,CABINET_STONE,"Width: 21 Height: 40 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
W2430,24,30,12,,CABINET_STONE,"Width: 24 Height: 30 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W2440,24,40,12,,CABINET_STONE,"Width: 24 Height: 40 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W2730,27,30,12,,CABINET_STONE,"Width: 27 Height: 30 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W2740,27,40,12,,CABINET_STONE,"Width: 27 Height: 40 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3030,30,30,12,,CABINET_STONE,"Width: 30 Height: 30 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3040,30,40,12,,CABINET_STONE,"Width: 30 Height: 40 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3330,33,30,12,,CABINET_STONE,"Width: 33 Height: 30 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3340,33,40,12,,CABINET_STONE,"Width: 33 Height: 40 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3630,36,30,12,,CABINET_STONE,"Width: 36 Height: 30 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3640,36,40,12,,CABINET_STONE,"Width: 36 Height: 40 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3930,39,30,12,,CABINET_STONE,"Width: 39 Height: 30 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3940,39,40,12,,CABINET_STONE,"Width: 39 Height: 40 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3012,30,12,12,,CABINET_STONE,"Width: 30 Height: 12 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3015,30,15,12,,CABINET_STONE,"Width: 30 Height: 15 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3018,30,18,12,,CABINET_STONE,"Width: 30 Height: 18 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3021,30,21,12,,CABINET_STONE,"Width: 30 Height: 21 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3024,30,24,12,,CABINET_STONE,"Width: 30 Height: 24 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3612,36,12,12,,CABINET_STONE,"Width: 36 Height: 12 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3615,36,15,12,,CABINET_STONE,"Width: 36 Height: 15 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3618,36,18,12,,CABINET_STONE,"Width: 36 Height: 18 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3621,36,21,12,,CABINET_STONE,"Width: 36 Height: 21 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W3624,36,24,12,,CABINET_STONE,"Width: 36 Height: 24 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W361224,36,12,24,,CABINET_STONE,"Width: 36 Height: 12 Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W361524,36,15,24,,CABINET_STONE,"Width: 36 Height: 15 Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W361824,36,18,24,,CABINET_STONE,"Width: 36 Height: 18 Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W362124,36,21,24,,CABINET_STONE,"Width: 36 Height: 21 Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
W362424,36,24,24,,CABINET_STONE,"Width: 36 Height: 24 Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
WWR3015,30,15,12,,CABINET_STONE,"Width: 30 Height: 15 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 0"
BBP09,9,34.5,24,,CABINET_STONE,"Width: 9"" Height: 34 1/2"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
WF330,3,30,0.75,,CABINET_STONE,"Width: 3"" Height: 30"" Depth: 3/4"""
WF340,3,40,0.75,,CABINET_STONE,"Width: 3"" Height: 40"" Depth: 3/4"""
WF640,6,40,0.75,,CABINET_STONE,"Width: 6"" Height: 40"" Depth: 3/4"""
TK,96,4.5,0.5,,CABINET_STONE,"Width: 96"" Height: 4 1/2"" Depth: 1/2"""
TF1.5,1.5,96,0.75,,CABINET_STONE,"Width: 1 1/2"" Height: 96"" Depth: 3/4"""
TF396,3,96,0.75,,CABINET_STONE,"Width: 3"" Height: 96"" Depth: 3/4"""
TF696,6,96,0.75,,CABINET_STONE,"Width: 6"" Height: 96"" Depth: 3/4"""
OCM,96,0.75,0.75,,CABINET_STONE,"Width: 96"" Height: 3/4"" Depth: 3/4"""
SM,96,0.75,0.125,,CABINET_STONE,"Width: 96"" Height: 3/4"" Depth: 1/8"""
RR96,24,96,0.5,,CABINET_STONE,"Width: 24"" Height: 96"" Depth: 1/2"""
FP34.5,96,34.5,0.125,,CABINET_STONE,"Width: 96"" Height: 34 1/2"" Depth: 1/8"""
DWR,1.5,34.5,24,FILLER,CABINET_STONE,"come with 1.5'' Filler Width: 1 1/2"" Height: 34 1/2"" Depth: 24"""
OVD3172B,31,72,24,,CABINET_STONE,"Width: 31"" Height: 72"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 2 Door(s): 0 SIZE: Inside 28'' x 42 1/2'' Outsize 31'' x 72'' Drawers' Height 11 1/4''"
OVD3112T,31,12,24,,CABINET_STONE,"Width: 31"" Height: 12"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
OVD3118T,31,18,24,,CABINET_STONE,"Width: 31"" Height: 18"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
OVD3122T,31,22,24,,CABINET_STONE,"Width: 31"" Height: 22"" Depth: 24"" (Not including the doors) Depth: 24 3/4"" (Including the doors) Drawer(s): 0 Door(s): 2"
WBC2730,27,30,12,,CABINET_STONE,"Width: 27 Height: 30 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
WBC2736,27,36,12,,CABINET_STONE,"Width: 27 Height: 36 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
WBC2740,27,40,12,,CABINET_STONE,"Width: 27 Height: 40 Depth: 12"" (Not including the doors) Depth: 12 3/4"" (Including the doors) Drawer(s): 0 Door(s): 1"
